2026-05-29 21:02:36,915 | analisis_pipeline | INFO | [2222_audio1] STT: "Aku mau book flight ke Jedah minggu depan, bisa bantu schedu"
2026-05-30 03:25:13,815 | analisis_pipeline | INFO | [2357_audio07] STT: "Book flight ke Jeddah lalu lanjut ke Madinah. Skejul terbaik"
2026-05-30 03:25:33,088 | analisis_pipeline | INFO | [2357_audio07] LLM: "Sebaiknya mendarat di Jeddah lalu langsung naik kereta cepat"
2026-05-30 03:25:36,311 | analisis_pipeline | INFO | [2357_audio07] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2357_audio07.wav
2026-05-30 03:25:59,348 | analisis_pipeline | INFO | [2357_audio12] STT: "Bagaimana proses visa Saudi untuk Umrah dari Indonesia sekar"
2026-05-30 03:26:18,450 | analisis_pipeline | INFO | [2357_audio12] LLM: "Prosesnya bisa dilakukan melalui travel agent resmi atau sec"
2026-05-30 03:26:21,492 | analisis_pipeline | INFO | [2357_audio12] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2357_audio12.wav
2026-05-30 03:26:45,111 | analisis_pipeline | INFO | [2357_audio15] STT: "Tolong buat checklist persiapan umroh termasuk barang wajib "
2026-05-30 03:27:04,296 | analisis_pipeline | INFO | [2357_audio15] LLM: "Siapkan dokumen penting seperti paspor, visa, dan buku kunin"
2026-05-30 03:27:08,962 | analisis_pipeline | INFO | [2357_audio15] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2357_audio15.wav
2026-05-30 03:27:32,336 | analisis_pipeline | INFO | [2357_audio17] STT: "Menurut kamu, belajar bahasa Arab itu susah gak untuk pemula"
2026-05-30 03:27:49,179 | analisis_pipeline | INFO | [2357_audio17] LLM: "Tidak sulit kok, asalkan kamu fokus pada kosakata praktis ya"
2026-05-30 03:27:52,014 | analisis_pipeline | INFO | [2357_audio17] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2357_audio17.wav
2026-05-30 03:28:15,587 | analisis_pipeline | INFO | [2359_audio1] STT: "Aku mau book flight ke Jeddah minggu depan. Bisa bantu sched"
2026-05-30 03:28:33,221 | analisis_pipeline | INFO | [2359_audio1] LLM: "Tentu, aku bisa bantu carikan jadwalnya. Tolong infokan tang"
2026-05-30 03:28:35,718 | analisis_pipeline | INFO | [2359_audio1] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2359_audio1.wav
2026-05-30 03:28:58,807 | analisis_pipeline | INFO | [2359_audio2] STT: "Aku butuh travel umrah simpel tapi include Madinah Visit."
2026-05-30 03:29:10,374 | analisis_pipeline | INFO | [2359_audio2] LLM: "You should look for "Umrah Reguler" packages that explicitly"
2026-05-30 03:29:37,464 | analisis_pipeline | INFO | [2359_audio2] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2359_audio2.wav
2026-05-30 03:30:00,567 | analisis_pipeline | INFO | [2359_audio3] STT: "Can you help aku arrange transport dari Jeddah ke Madinah to"
2026-05-30 03:30:13,976 | analisis_pipeline | INFO | [2359_audio3] LLM: "You can book the Haramain High Speed Railway online for a fa"
2026-05-30 03:30:37,144 | analisis_pipeline | INFO | [2359_audio3] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2359_audio3.wav
2026-05-30 03:31:00,005 | analisis_pipeline | INFO | [2359_audio4] STT: "Explain step by step cara apply visa Saudi dengan benar."
2026-05-30 03:31:19,277 | analisis_pipeline | INFO | [2359_audio4] LLM: "You can apply via the official Nusuk platform or through a c"
2026-05-30 03:31:44,222 | analisis_pipeline | INFO | [2359_audio4] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2359_audio4.wav
2026-05-30 03:32:10,241 | analisis_pipeline | INFO | [2359_audio5] STT: "Ya Aki, uridu bukflik ilajad dah al-usbu al-qadim. Hal bisa "
2026-05-30 03:32:35,186 | analisis_pipeline | INFO | [2359_audio5] LLM: "Na'am, tentu saya bisa bantu buatkan skedul yang lebih mubas"
2026-05-30 03:33:11,921 | analisis_pipeline | INFO | [2359_audio5] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2359_audio5.wav
2026-05-30 03:33:35,146 | analisis_pipeline | INFO | [2359_audio6] STT: "Uridu Range Transport Minjad Dahilah Madinah Rodan"
2026-05-30 03:34:00,692 | analisis_pipeline | INFO | [2359_audio6] LLM: "You can take the Haramain High-Speed Railway for the fastest"
2026-05-30 03:34:33,606 | analisis_pipeline | INFO | [2359_audio6] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2359_audio6.wav
2026-05-30 03:34:57,361 | analisis_pipeline | INFO | [2359_audio7] STT: "Book flight ke Jeddah lalu lanjut ke Madinah. Skejul terbaik"
2026-05-30 03:35:25,071 | analisis_pipeline | INFO | [2359_audio7] LLM: "Role: Friendly Umrah and Hajj travel assistant.
Language Ski"
2026-05-30 03:35:31,078 | analisis_pipeline | INFO | [2359_audio7] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2359_audio7.wav
2026-05-30 03:35:54,189 | analisis_pipeline | INFO | [2359_audio12] STT: "Bagaimana proses pisah Saudi untuk umrah dari Indonesia seka"
2026-05-30 03:36:09,513 | analisis_pipeline | INFO | [2359_audio12] LLM: "Sekarang proses visa umrah biasanya diurus oleh travel agent"
2026-05-30 03:36:12,746 | analisis_pipeline | INFO | [2359_audio12] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2359_audio12.wav
2026-05-30 03:36:35,574 | analisis_pipeline | INFO | [2359_audio14] STT: "How to prepare dokumen umrah dari Indonesia dengan benar"
2026-05-30 03:36:50,269 | analisis_pipeline | INFO | [2359_audio14] LLM: "Ensure your passport is valid for at least six months and pr"
2026-05-30 03:37:14,333 | analisis_pipeline | INFO | [2359_audio14] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2359_audio14.wav
2026-05-30 03:37:37,678 | analisis_pipeline | INFO | [2359_audio17] STT: "Menurut kamu belajar bahasa Arab itu susah gak untuk pemula?"
2026-05-30 03:37:51,301 | analisis_pipeline | INFO | [2359_audio17] LLM: "Tidak terlalu sulit jika kamu fokus pada kosakata praktis un"
2026-05-30 03:37:54,057 | analisis_pipeline | INFO | [2359_audio17] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2359_audio17.wav
2026-05-30 03:38:17,499 | analisis_pipeline | INFO | [2360_audio01] STT: "Aku mau book flight ke Jedah minggu depan. Bisa bantu schedu"
2026-05-30 03:38:26,438 | analisis_pipeline | INFO | [2360_audio01] LLM: "Tentu, aku bisa bantu carikan jadwalnya. Tolong infokan kota"
2026-05-30 03:38:28,857 | analisis_pipeline | INFO | [2360_audio01] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2360_audio01.wav
2026-05-30 03:38:52,000 | analisis_pipeline | INFO | [2360_audio02] STT: "Aku butuh travel umrah simpel tapi include Madinah Visit."
2026-05-30 03:39:15,372 | analisis_pipeline | INFO | [2360_audio02] LLM: "I recommend looking for "Umrah Standard" packages that expli"
2026-05-30 03:39:36,544 | analisis_pipeline | INFO | [2360_audio02] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2360_audio02.wav
2026-05-30 03:39:59,604 | analisis_pipeline | INFO | [2360_audio03] STT: "Can you help aku arrange transport dari Jedah ke Madinah tom"
2026-05-30 03:40:12,879 | analisis_pipeline | INFO | [2360_audio03] LLM: "Sure, I can guide you through the options! I recommend booki"
2026-05-30 03:40:33,695 | analisis_pipeline | INFO | [2360_audio03] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2360_audio03.wav
2026-05-30 03:40:56,650 | analisis_pipeline | INFO | [2360_audio04] STT: "Explain step by step cara apply visa Saudi dengan benar."
2026-05-30 03:41:07,712 | analisis_pipeline | INFO | [2360_audio04] LLM: "You can apply through the official Nusuk platform or a certi"
2026-05-30 03:41:30,891 | analisis_pipeline | INFO | [2360_audio04] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2360_audio04.wav
2026-05-30 03:41:56,593 | analisis_pipeline | INFO | [2360_audio05] STT: "Ya akhi, uriduh book flight ila Jeddah l'usbuwan l'qadim. Ha"
2026-05-30 03:42:18,769 | analisis_pipeline | INFO | [2360_audio05] LLM: "Role: Friendly Umrah and Hajj travel assistant.
Capabilities"
2026-05-30 03:43:27,961 | analisis_pipeline | INFO | [2360_audio05] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2360_audio05.wav
2026-05-30 03:43:51,127 | analisis_pipeline | INFO | [2360_audio06] STT: "Uridu range transport menjeda ilang Madinah Gowdan."
2026-05-30 03:44:13,359 | analisis_pipeline | INFO | [2360_audio06] LLM: "Role: Friendly Umrah and Hajj travel assistant.
Capabilities"
2026-05-30 03:45:06,021 | analisis_pipeline | INFO | [2360_audio06] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2360_audio06.wav
2026-05-30 03:45:29,748 | analisis_pipeline | INFO | [2360_audio07] STT: "Book flight ke Jedah lalu lanjut ke Madinah, schedule terbai"
2026-05-30 03:45:57,375 | analisis_pipeline | INFO | [2360_audio07] LLM: "Role: Friendly Umrah and Hajj travel assistant.
Capabilities"
2026-05-30 03:46:02,752 | analisis_pipeline | INFO | [2360_audio07] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2360_audio07.wav
2026-05-30 03:46:25,710 | analisis_pipeline | INFO | [2360_audio10] STT: "Apa perbedaan umrah dan hajj secara detail dalam Islam?"
2026-05-30 03:46:45,426 | analisis_pipeline | INFO | [2360_audio10] LLM: "Haji wajib dilaksanakan pada waktu tertentu di bulan Dzulhij"
2026-05-30 03:46:49,147 | analisis_pipeline | INFO | [2360_audio10] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2360_audio10.wav
2026-05-30 03:47:12,185 | analisis_pipeline | INFO | [2360_audio11] STT: "Kenapa fasting di Ramadan itu wajib bagi muslim?"
2026-05-30 03:47:24,953 | analisis_pipeline | INFO | [2360_audio11] LLM: "Puasa Ramadan wajib karena merupakan salah satu dari lima ru"
2026-05-30 03:47:28,146 | analisis_pipeline | INFO | [2360_audio11] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2360_audio11.wav
2026-05-30 03:47:51,065 | analisis_pipeline | INFO | [2360_audio14] STT: "How to prepare dokumen umrah dari Indonesia dengan benar"
2026-05-30 03:48:04,579 | analisis_pipeline | INFO | [2360_audio14] LLM: "Ensure your passport is valid for at least six months and pr"
2026-05-30 03:48:31,965 | analisis_pipeline | INFO | [2360_audio14] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2360_audio14.wav
2026-05-30 03:48:55,310 | analisis_pipeline | INFO | [2362_audio01] STT: "aku mau book flight ke Jedah minggu depan, bisa bantu schedu"
2026-05-30 03:49:06,432 | analisis_pipeline | INFO | [2362_audio01] LLM: "Tentu, saya bisa bantu carikan jadwalnya. Tolong infokan kot"
2026-05-30 03:49:08,834 | analisis_pipeline | INFO | [2362_audio01] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2362_audio01.wav
2026-05-30 03:49:32,010 | analisis_pipeline | INFO | [2362_audio02] STT: "Aku butuh travel umrah simpel tapi include Madinah Visit."
2026-05-30 03:49:47,584 | analisis_pipeline | INFO | [2362_audio02] LLM: "I recommend choosing a standard Umrah package that explicitl"
2026-05-30 03:50:09,326 | analisis_pipeline | INFO | [2362_audio02] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2362_audio02.wav
2026-05-30 03:50:32,550 | analisis_pipeline | INFO | [2362_audio03] STT: "bisa bantu aku arrange transport dari Jeddah ke Madinah tomo"
2026-05-30 03:50:52,828 | analisis_pipeline | INFO | [2362_audio03] LLM: "Kamu bisa pesan tiket kereta cepat Haramain High Speed Railw"
2026-05-30 03:50:56,556 | analisis_pipeline | INFO | [2362_audio03] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2362_audio03.wav
2026-05-30 03:51:19,599 | analisis_pipeline | INFO | [2362_audio04] STT: "explain step by step cara apply visa Saudi dengan benar"
2026-05-30 03:51:34,710 | analisis_pipeline | INFO | [2362_audio04] LLM: "Visit the official KSA Visa portal or Nusuk platform to fill"
2026-05-30 03:52:00,093 | analisis_pipeline | INFO | [2362_audio04] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2362_audio04.wav
2026-05-30 03:52:25,875 | analisis_pipeline | INFO | [2362_audio05] STT: "Ya Aki, uridu book flight ila Jeddah al-Usbu al-Qadim. Hal b"
2026-05-30 03:52:48,337 | analisis_pipeline | INFO | [2362_audio05] LLM: "Role: Friendly Umrah and Hajj travel assistant.
Skills: Unde"
2026-05-30 03:53:57,056 | analisis_pipeline | INFO | [2362_audio05] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2362_audio05.wav
2026-05-30 03:54:20,339 | analisis_pipeline | INFO | [2362_audio06] STT: "uridu range transport Minjedah ila Madinah Gadan"
2026-05-30 03:54:38,726 | analisis_pipeline | INFO | [2362_audio06] LLM: "يمكنك حجز قطار الحرمين السريع عبر موقعهم الرسمي أو طلب سيارة"
2026-05-30 03:55:04,075 | analisis_pipeline | INFO | [2362_audio06] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2362_audio06.wav
2026-05-30 03:55:27,803 | analisis_pipeline | INFO | [2362_audio07] STT: "Book flight ke Jedah lalu lanjut ke Maninah, schedule terbai"
2026-05-30 03:55:48,973 | analisis_pipeline | INFO | [2362_audio07] LLM: "Sebaiknya mendarat di Jeddah lalu langsung menuju Madinah un"
2026-05-30 03:55:51,786 | analisis_pipeline | INFO | [2362_audio07] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2362_audio07.wav
2026-05-30 03:56:14,879 | analisis_pipeline | INFO | [2362_audio11] STT: "Kenapa fasting di ramadan itu wajib bagi muslim?"
2026-05-30 03:56:27,578 | analisis_pipeline | INFO | [2362_audio11] LLM: "Puasa Ramadan wajib dilakukan karena merupakan salah satu ru"
2026-05-30 03:56:30,680 | analisis_pipeline | INFO | [2362_audio11] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2362_audio11.wav
2026-05-30 03:56:54,548 | analisis_pipeline | INFO | [2362_audio15] STT: "Tolong buat checklist persiapan umrah termasuk barang wajib "
2026-05-30 03:57:09,051 | analisis_pipeline | INFO | [2362_audio15] LLM: "Siapkan dokumen utama seperti paspor dan visa, serta perleng"
2026-05-30 03:57:12,599 | analisis_pipeline | INFO | [2362_audio15] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2362_audio15.wav
2026-05-30 03:57:36,230 | analisis_pipeline | INFO | [2362_audio17] STT: "Menurut kamu, belajar bahasa Arab itu susah enggak untuk uml"
2026-05-30 03:57:46,874 | analisis_pipeline | INFO | [2362_audio17] LLM: "Tidak terlalu susah kok, yang penting kamu fokus pada kosaka"
2026-05-30 03:57:49,877 | analisis_pipeline | INFO | [2362_audio17] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2362_audio17.wav
2026-05-30 03:58:13,164 | analisis_pipeline | INFO | [2362_audio20] STT: "Translate ke English Aku mau pergi ke Mekah minggu depan"
2026-05-30 03:58:29,497 | analisis_pipeline | INFO | [2362_audio20] LLM: "Bahasa Inggrisnya adalah "I want to go to Makkah next week.""
2026-05-30 03:58:31,145 | analisis_pipeline | INFO | [2362_audio20] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2362_audio20.wav
2026-05-30 03:58:54,497 | analisis_pipeline | INFO | [2363_audio01] STT: "Aku mau book flight ke Jedah Inggu depan. Bisa bantu schedul"
2026-05-30 03:59:09,110 | analisis_pipeline | INFO | [2363_audio01] LLM: "Tentu, saya bisa bantu carikan jadwal flight ke Jeddah untuk"
2026-05-30 03:59:11,829 | analisis_pipeline | INFO | [2363_audio01] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2363_audio01.wav
2026-05-30 03:59:35,004 | analisis_pipeline | INFO | [2363_audio02] STT: "Aku butuh travel umrah simpel tapi include Madinah Visit."
2026-05-30 03:59:46,339 | analisis_pipeline | INFO | [2363_audio02] LLM: "I recommend looking for "Umrah Reguler" packages that explic"
2026-05-30 04:00:14,745 | analisis_pipeline | INFO | [2363_audio02] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2363_audio02.wav
2026-05-30 04:00:37,868 | analisis_pipeline | INFO | [2363_audio03] STT: "Can you help aku arrange transport dari Jedah ke Madinah tom"
2026-05-30 04:00:47,575 | analisis_pipeline | INFO | [2363_audio03] LLM: "I recommend booking the Haramain High Speed Railway online f"
2026-05-30 04:01:07,300 | analisis_pipeline | INFO | [2363_audio03] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2363_audio03.wav
2026-05-30 04:01:30,353 | analisis_pipeline | INFO | [2363_audio04] STT: "Explain step by step cara apply visa Saudi dengan benar."
2026-05-30 04:01:52,498 | analisis_pipeline | INFO | [2363_audio04] LLM: "Role: Friendly Umrah and Hajj travel assistant.
Skills: Unde"
2026-05-30 04:02:52,445 | analisis_pipeline | INFO | [2363_audio04] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2363_audio04.wav
2026-05-30 04:03:18,111 | analisis_pipeline | INFO | [2363_audio05] STT: "Ya Akhi, uridu book flight ila jeddah al-usbu an-kidam? Al b"
2026-05-30 04:03:40,633 | analisis_pipeline | INFO | [2363_audio05] LLM: "Role: Friendly Umrah and Hajj travel assistant.
Language Cap"
2026-05-30 04:04:29,209 | analisis_pipeline | INFO | [2363_audio05] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2363_audio05.wav
2026-05-30 04:04:52,501 | analisis_pipeline | INFO | [2363_audio06] STT: "uridu range transport Minjidah ila Madinah Radan."
2026-05-30 04:05:14,944 | analisis_pipeline | INFO | [2363_audio06] LLM: "Role: Friendly Umrah and Hajj travel assistant.
Language Ski"
2026-05-30 04:06:24,333 | analisis_pipeline | INFO | [2363_audio06] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2363_audio06.wav
2026-05-30 04:06:48,054 | analisis_pipeline | INFO | [2363_audio07] STT: "Book flight ke Jedah lanjut ke Madinah, skedul terbaik kapan"
2026-05-30 04:07:10,556 | analisis_pipeline | INFO | [2363_audio07] LLM: "Role: Friendly Umrah and Hajj travel assistant.
Language Ski"
2026-05-30 04:07:15,979 | analisis_pipeline | INFO | [2363_audio07] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2363_audio07.wav
2026-05-30 04:07:39,104 | analisis_pipeline | INFO | [2363_audio10] STT: "Apa perbedaan umrah dan haji secara detail dalam Islam?"
2026-05-30 04:08:00,528 | analisis_pipeline | INFO | [2363_audio10] LLM: "Haji wajib dilaksanakan pada waktu tertentu di bulan Dzulhij"
2026-05-30 04:08:04,598 | analisis_pipeline | INFO | [2363_audio10] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2363_audio10.wav
2026-05-30 04:08:27,598 | analisis_pipeline | INFO | [2363_audio11] STT: "Rapan fasting di Ramadhan itu wajib bagi muslim."
2026-05-30 04:08:42,308 | analisis_pipeline | INFO | [2363_audio11] LLM: "Betul sekali, puasa di bulan Ramadhan adalah salah satu ruku"
2026-05-30 04:08:44,799 | analisis_pipeline | INFO | [2363_audio11] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2363_audio11.wav
2026-05-30 04:09:07,759 | analisis_pipeline | INFO | [2363_audio14] STT: "How to prepare dokumen umrah dari Indonesia dengan benar."
2026-05-30 04:09:18,660 | analisis_pipeline | INFO | [2363_audio14] LLM: "Ensure your passport is valid for at least six months and pr"
2026-05-30 04:09:47,077 | analisis_pipeline | INFO | [2363_audio14] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2363_audio14.wav
2026-05-30 04:10:10,521 | analisis_pipeline | INFO | [2364_audio01] STT: "Aku mau book fly ke Jeddah minggu depan. Bisa bantu schedule"
2026-05-30 04:10:22,149 | analisis_pipeline | INFO | [2364_audio01] LLM: "Tentu, saya bisa bantu carikan jadwal terbaik untukmu. Tolon"
2026-05-30 04:10:24,851 | analisis_pipeline | INFO | [2364_audio01] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2364_audio01.wav
2026-05-30 04:10:48,018 | analisis_pipeline | INFO | [2364_audio02] STT: "Aku butuh travel umrah simple tapi include madinah fisik."
2026-05-30 04:11:11,507 | analisis_pipeline | INFO | [2364_audio02] LLM: "You should look for "Umrah Reguler" packages that explicitly"
2026-05-30 04:11:39,077 | analisis_pipeline | INFO | [2364_audio02] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2364_audio02.wav
2026-05-30 04:12:02,829 | analisis_pipeline | INFO | [2364_audio03] STT: "Bolehkah Anda membantu saya menyiapkan transport dari Jeddah"
2026-05-30 04:12:15,405 | analisis_pipeline | INFO | [2364_audio03] LLM: "Tentu, saya bisa bantu memberikan informasinya. Anda bisa me"
2026-05-30 04:12:18,286 | analisis_pipeline | INFO | [2364_audio03] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2364_audio03.wav
2026-05-30 04:12:41,230 | analisis_pipeline | INFO | [2364_audio04] STT: "Explain step by step cara apply visa Saudi dengan benar."
2026-05-30 04:12:56,981 | analisis_pipeline | INFO | [2364_audio04] LLM: "First, visit the official Nusuk platform or use a licensed t"
2026-05-30 04:13:23,043 | analisis_pipeline | INFO | [2364_audio04] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2364_audio04.wav
2026-05-30 04:13:48,831 | analisis_pipeline | INFO | [2364_audio05] STT: "Ya Akhi, uridu book flight ila Jeddah Al-Usbu Al-Qadim. Hal "
2026-05-30 04:14:11,324 | analisis_pipeline | INFO | [2364_audio05] LLM: "Role: Friendly Umrah and Hajj travel assistant.
Skills: Unde"
2026-05-30 04:15:23,253 | analisis_pipeline | INFO | [2364_audio05] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2364_audio05.wav
2026-05-30 04:15:46,520 | analisis_pipeline | INFO | [2364_audio06] STT: "Uridu Arrange Transport Min Jeddah Ila Madinahwadan"
2026-05-30 04:16:08,778 | analisis_pipeline | INFO | [2364_audio06] LLM: "يمكنك استخدام قطار الح"
2026-05-30 04:16:14,740 | analisis_pipeline | INFO | [2364_audio06] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2364_audio06.wav
2026-05-30 04:16:37,916 | analisis_pipeline | INFO | [2364_audio12] STT: "Bagaimana proses visa Saudi untuk umrah dari Indonesia sekar"
2026-05-30 04:16:47,281 | analisis_pipeline | INFO | [2364_audio12] LLM: "Kamu bisa mengurusnya melalui biro travel umrah resmi atau s"
2026-05-30 04:16:50,267 | analisis_pipeline | INFO | [2364_audio12] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2364_audio12.wav
2026-05-30 04:17:13,765 | analisis_pipeline | INFO | [2364_audio13] STT: "Jelaskan step by step cara booking fly ke Jeddah secara onli"
2026-05-30 04:17:33,330 | analisis_pipeline | INFO | [2364_audio13] LLM: "Buka aplikasi atau website maskapai, lalu masukkan kota asal"
2026-05-30 04:17:37,216 | analisis_pipeline | INFO | [2364_audio13] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2364_audio13.wav
2026-05-30 04:18:00,123 | analisis_pipeline | INFO | [2364_audio14] STT: "How to prepare Dokumen Umrah dari Indonesia dengan benar?"
2026-05-30 04:18:26,099 | analisis_pipeline | INFO | [2364_audio14] LLM: "Make sure your passport has at least six months of validity "
2026-05-30 04:18:57,366 | analisis_pipeline | INFO | [2364_audio14] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2364_audio14.wav
2026-05-30 04:19:20,875 | analisis_pipeline | INFO | [2364_audio17] STT: "Menurut kamu, belajar bahasa Arab itu susah nggak untuk pemu"
2026-05-30 04:19:33,581 | analisis_pipeline | INFO | [2364_audio17] LLM: "Belajar bahasa Arab mungkin terasa menantang di awal, tapi a"
2026-05-30 04:19:36,944 | analisis_pipeline | INFO | [2364_audio17] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2364_audio17.wav
2026-05-30 04:20:00,222 | analisis_pipeline | INFO | [2366_audio01] STT: "Aku mau book flight ke Jeddah minggu depan. Bisa bantu sched"
2026-05-30 04:20:15,463 | analisis_pipeline | INFO | [2366_audio01] LLM: "Tentu, aku bisa bantu carikan jadwalnya. Tolong info kota as"
2026-05-30 04:20:17,985 | analisis_pipeline | INFO | [2366_audio01] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2366_audio01.wav
2026-05-30 04:20:41,030 | analisis_pipeline | INFO | [2366_audio02] STT: "Aku butuh travel umrah simpel tapi include madinah visit."
2026-05-30 04:20:58,361 | analisis_pipeline | INFO | [2366_audio02] LLM: "You should look for "Umrah Plus Madinah" packages to ensure "
2026-05-30 04:21:25,036 | analisis_pipeline | INFO | [2366_audio02] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2366_audio02.wav
2026-05-30 04:21:48,067 | analisis_pipeline | INFO | [2366_audio03] STT: "Can you help aku arrange transport dari Jeddah ke Madinah to"
2026-05-30 04:22:03,255 | analisis_pipeline | INFO | [2366_audio03] LLM: "You can book the Haramain High Speed Railway online for the "
2026-05-30 04:22:33,054 | analisis_pipeline | INFO | [2366_audio03] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2366_audio03.wav
2026-05-30 04:22:56,016 | analisis_pipeline | INFO | [2366_audio04] STT: ""Explain step by step cara apply bisa Saudi dengan benar""
2026-05-30 04:23:16,816 | analisis_pipeline | INFO | [2366_audio04] LLM: "First, visit the official Nusuk platform or contact an autho"
2026-05-30 04:23:45,841 | analisis_pipeline | INFO | [2366_audio04] TTS: /home/azani/Kuliah/semester_6/nlp/prak/uas/voice-cs-system/results/tts_output/response_2366_audio04.wav
