2026-05-28 15:59:28,744 | text_processor | INFO | Input: "Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?"
2026-05-30 02:37:05,141 | text_processor | INFO | Manifest disimpan: 2345_audio05.json
2026-05-30 02:37:05,141 | text_processor | INFO | dominant=AR detected=['AR', 'ID'] segments=2
2026-05-30 02:38:58,183 | text_processor | INFO | Input: "Uri du arrange transport minjeqdah ila madinah wadhan."
2026-05-30 02:38:58,183 | text_processor | INFO | Manifest disimpan: 2345_audio06.json
2026-05-30 02:38:58,183 | text_processor | INFO | dominant=EN detected=['EN', 'AR'] segments=2
2026-05-30 02:39:59,837 | text_processor | INFO | Input: "Book flight ke Jeddah, lalu lanjut ke Madinah. Skejul terbaik kapan?"
2026-05-30 02:39:59,837 | text_processor | INFO | Manifest disimpan: 2345_audio07.json
2026-05-30 02:39:59,837 | text_processor | INFO | dominant=ID detected=['EN', 'ID'] segments=2
2026-05-30 02:40:53,181 | text_processor | INFO | Input: "Apa perbedaan umrah dan haji secara detail dalam Islam?"
2026-05-30 02:40:53,181 | text_processor | INFO | Manifest disimpan: 2345_audio08.json
2026-05-30 02:40:53,181 | text_processor | INFO | dominant=ID detected=['ID'] segments=1
2026-05-30 02:41:39,738 | text_processor | INFO | Input: "Kenapa fasting di Ramadhan itu wajib bagi muslim?"
2026-05-30 02:41:39,739 | text_processor | INFO | Manifest disimpan: 2345_audio09.json
2026-05-30 02:41:39,739 | text_processor | INFO | dominant=ID detected=['ID'] segments=1
2026-05-30 02:42:28,039 | text_processor | INFO | Input: "Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang?"
2026-05-30 02:42:28,039 | text_processor | INFO | Manifest disimpan: 2345_audio10.json
2026-05-30 02:42:28,040 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=3
2026-05-30 02:43:08,683 | text_processor | INFO | Input: "Jelaskan step by step cara booking flight ke Jeddah secara online."
2026-05-30 02:43:08,683 | text_processor | INFO | Manifest disimpan: 2345_audio11.json
2026-05-30 02:43:08,683 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=6
2026-05-30 02:43:54,734 | text_processor | INFO | Input: "How to prepare dokumen umrah dari Indonesia dengan benar?"
2026-05-30 02:43:54,734 | text_processor | INFO | Manifest disimpan: 2345_audio12.json
2026-05-30 02:43:54,734 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=2
2026-05-30 02:45:09,928 | text_processor | INFO | Input: "Tolong buat checklist persiapan umroh termasuk barang wajib dibawa."
2026-05-30 02:45:09,928 | text_processor | INFO | Manifest disimpan: 2345_audio13.json
2026-05-30 02:45:09,929 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=3
2026-05-30 02:45:53,112 | text_processor | INFO | Input: "Menurut kamu, belajar bahasa Arab itu susah gak untuk pemula?"
2026-05-30 02:45:53,113 | text_processor | INFO | Manifest disimpan: 2345_audio14.json
2026-05-30 02:45:53,113 | text_processor | INFO | dominant=ID detected=['ID'] segments=1
2026-05-30 02:46:33,841 | text_processor | INFO | Input: "Ah ya Anan, saya bingung mulai dari mana untuk umrah."
2026-05-30 02:46:33,841 | text_processor | INFO | Manifest disimpan: 2345_audio15.json
2026-05-30 02:46:33,842 | text_processor | INFO | dominant=ID detected=['AR', 'ID'] segments=2
2026-05-30 02:47:12,681 | text_processor | INFO | Input: "Aku mau book fly ke Jedah minggu depan. Bisa bantu schedule."
2026-05-30 02:47:12,682 | text_processor | INFO | Manifest disimpan: 2347_audio1.json
2026-05-30 02:47:12,682 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=4
2026-05-30 02:47:48,751 | text_processor | INFO | Input: "Aku butuh travel umrah simpel tapi include Madinah Visit."
2026-05-30 02:47:48,751 | text_processor | INFO | Manifest disimpan: 2347_audio2.json
2026-05-30 02:47:48,751 | text_processor | INFO | dominant=EN detected=['ID', 'EN'] segments=4
2026-05-30 02:48:53,043 | text_processor | INFO | Input: "Can you help aku arrange transport dari Jedah ke Madinah tomorrow?"
2026-05-30 02:48:53,043 | text_processor | INFO | Manifest disimpan: 2347_audio3.json
2026-05-30 02:48:53,043 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=5
2026-05-30 02:49:55,742 | text_processor | INFO | Input: "Explain step by step cara apply visa Saudi dengan benar."
2026-05-30 02:49:55,742 | text_processor | INFO | Manifest disimpan: 2347_audio4.json
2026-05-30 02:49:55,742 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=4
2026-05-30 02:51:15,392 | text_processor | INFO | Input: "Ya ahi uridu bukflik ilajedah al-usbu al-kadhim. Hal bisa bantu ajidah afdal ske"
2026-05-30 02:51:15,393 | text_processor | INFO | Manifest disimpan: 2347_audio5.json
2026-05-30 02:51:15,393 | text_processor | INFO | dominant=AR detected=['AR', 'ID'] segments=2
2026-05-30 02:53:08,707 | text_processor | INFO | Input: "Uridu Range Transport Min Jeddah Ila Madinah Godan"
2026-05-30 02:53:08,707 | text_processor | INFO | Manifest disimpan: 2347_audio6.json
2026-05-30 02:53:08,707 | text_processor | INFO | dominant=AR detected=['AR', 'EN'] segments=3
2026-05-30 02:54:28,207 | text_processor | INFO | Input: "Book flight ke Jedah, lalu lanjut ke Madinah, schedule terbaik kapan."
2026-05-30 02:54:28,208 | text_processor | INFO | Manifest disimpan: 2347_audio7.json
2026-05-30 02:54:28,208 | text_processor | INFO | dominant=ID detected=['EN', 'ID'] segments=4
2026-05-30 02:55:24,261 | text_processor | INFO | Input: "Kenapa fasting di Ramadan itu wajib bagi muslim?"
2026-05-30 02:55:24,261 | text_processor | INFO | Manifest disimpan: 2347_audio11.json
2026-05-30 02:55:24,261 | text_processor | INFO | dominant=ID detected=['ID'] segments=1
2026-05-30 02:56:03,247 | text_processor | INFO | Input: "How to prepare dokumen umrah dari Indonesia dengan benar."
2026-05-30 02:56:03,248 | text_processor | INFO | Manifest disimpan: 2347_audio14.json
2026-05-30 02:56:03,248 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=2
2026-05-30 02:57:05,633 | text_processor | INFO | Input: "Menurut kamu, belajar bahasa Arab itu susah enggak untuk pemula."
2026-05-30 02:57:05,633 | text_processor | INFO | Manifest disimpan: 2347_audio17.json
2026-05-30 02:57:05,633 | text_processor | INFO | dominant=ID detected=['ID'] segments=1
2026-05-30 02:57:40,676 | text_processor | INFO | Input: "Aku mau buk flight ke Jeddah, minggu depan bisa bantu schedule."
2026-05-30 02:57:40,676 | text_processor | INFO | Manifest disimpan: 2348_audio01.json
2026-05-30 02:57:40,676 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=4
2026-05-30 02:58:20,938 | text_processor | INFO | Input: "Aku butuh travel umrah simple tapi include Madinah Visit."
2026-05-30 02:58:20,938 | text_processor | INFO | Manifest disimpan: 2348_audio02.json
2026-05-30 02:58:20,938 | text_processor | INFO | dominant=EN detected=['ID', 'EN'] segments=4
2026-05-30 02:59:29,508 | text_processor | INFO | Input: "Bolehkah anda tolong saya aturkan transport dari Jeddah ke Madinah esok?"
2026-05-30 02:59:29,509 | text_processor | INFO | Manifest disimpan: 2348_audio03.json
2026-05-30 02:59:29,509 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=3
2026-05-30 03:00:21,425 | text_processor | INFO | Input: "Explain step by step cara apply visa Saudi dengan benar."
2026-05-30 03:00:21,425 | text_processor | INFO | Manifest disimpan: 2348_audio04.json
2026-05-30 03:00:21,425 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=4
2026-05-30 03:01:32,026 | text_processor | INFO | Input: "Ya Aki, uridu buk flight ilajir dah el usbu al qadim, hal bisa bantu ajra afdal "
2026-05-30 03:01:32,027 | text_processor | INFO | Manifest disimpan: 2348_audio05.json
2026-05-30 03:01:32,027 | text_processor | INFO | dominant=EN detected=['AR', 'EN', 'ID'] segments=5
2026-05-30 03:02:34,014 | text_processor | INFO | Input: "Uridu Range Transport menjeda ilamadina rodan."
2026-05-30 03:02:34,015 | text_processor | INFO | Manifest disimpan: 2348_audio06.json
2026-05-30 03:02:34,015 | text_processor | INFO | dominant=EN detected=['AR', 'EN'] segments=2
2026-05-30 03:03:41,497 | text_processor | INFO | Input: "Book flight ke Jeddah lalu lanjut ke Madinah. Skejul terbaik kapan?"
2026-05-30 03:03:41,498 | text_processor | INFO | Manifest disimpan: 2348_audio07.json
2026-05-30 03:03:41,498 | text_processor | INFO | dominant=ID detected=['EN', 'ID'] segments=2
2026-05-30 03:04:27,223 | text_processor | INFO | Input: "Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang?"
2026-05-30 03:04:27,224 | text_processor | INFO | Manifest disimpan: 2348_audio12.json
2026-05-30 03:04:27,224 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=3
2026-05-30 03:05:14,824 | text_processor | INFO | Input: "Jelaskan step by step cara booking flight ke Jeddah secara online."
2026-05-30 03:05:14,824 | text_processor | INFO | Manifest disimpan: 2348_audio13.json
2026-05-30 03:05:14,824 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=6
2026-05-30 03:05:51,520 | text_processor | INFO | Input: "How to prepare umrah documents from Indonesia correctly."
2026-05-30 03:05:51,520 | text_processor | INFO | Manifest disimpan: 2348_audio14.json
2026-05-30 03:05:51,520 | text_processor | INFO | dominant=EN detected=['EN'] segments=1
2026-05-30 03:07:05,455 | text_processor | INFO | Input: "Aku mau book fly ke Jedah minggu depan. Bisa bantu schedule."
2026-05-30 03:07:05,455 | text_processor | INFO | Manifest disimpan: 2355_audio01.json
2026-05-30 03:07:05,456 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=4
2026-05-30 03:08:01,685 | text_processor | INFO | Input: "Aku butuh travel umrah simpel tapi include Madinah Visit."
2026-05-30 03:08:01,686 | text_processor | INFO | Manifest disimpan: 2355_audio02.json
2026-05-30 03:08:01,686 | text_processor | INFO | dominant=EN detected=['ID', 'EN'] segments=4
2026-05-30 03:08:57,589 | text_processor | INFO | Input: "Can you help aku arrange transport dari Jedah ke Madinah tomorrow?"
2026-05-30 03:08:57,590 | text_processor | INFO | Manifest disimpan: 2355_audio03.json
2026-05-30 03:08:57,590 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=5
2026-05-30 03:10:03,430 | text_processor | INFO | Input: "Explain step by step cara apply visa Saudi dengan benar."
2026-05-30 03:10:03,430 | text_processor | INFO | Manifest disimpan: 2355_audio04.json
2026-05-30 03:10:03,430 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=4
2026-05-30 03:11:52,219 | text_processor | INFO | Input: "Ya akhi, uridu book flight ilajadah al-usbu al-qadim hal bisa bantu Ajidah Afdal"
2026-05-30 03:11:52,219 | text_processor | INFO | Manifest disimpan: 2355_audio05.json
2026-05-30 03:11:52,219 | text_processor | INFO | dominant=EN detected=['AR', 'EN', 'ID'] segments=5
2026-05-30 03:12:53,050 | text_processor | INFO | Input: "Uridu Rains Transport Menjadah Ila Madinah, Gadan"
2026-05-30 03:12:53,051 | text_processor | INFO | Manifest disimpan: 2355_audio06.json
2026-05-30 03:12:53,051 | text_processor | INFO | dominant=AR detected=['AR', 'EN'] segments=3
2026-05-30 03:14:34,245 | text_processor | INFO | Input: "Book flight ke Jeddah lalu lanjut ke Madinah, skedul terbaik kapan?"
2026-05-30 03:14:34,245 | text_processor | INFO | Manifest disimpan: 2355_audio07.json
2026-05-30 03:14:34,245 | text_processor | INFO | dominant=ID detected=['EN', 'ID'] segments=2
2026-05-30 03:15:21,284 | text_processor | INFO | Input: "Apa perbedaan umrah dan haji secara detail dalam Islam?"
2026-05-30 03:15:21,284 | text_processor | INFO | Manifest disimpan: 2355_audio10.json
2026-05-30 03:15:21,284 | text_processor | INFO | dominant=ID detected=['ID'] segments=1
2026-05-30 03:16:09,910 | text_processor | INFO | Input: "Jelaskan step by step cara booking flight ke Jedah secara online."
2026-05-30 03:16:09,910 | text_processor | INFO | Manifest disimpan: 2355_audio13.json
2026-05-30 03:16:09,911 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=6
2026-05-30 03:16:49,210 | text_processor | INFO | Input: "Menurut kamu, belajar bahasa Arab itu susah gak untuk pemula?"
2026-05-30 03:16:49,211 | text_processor | INFO | Manifest disimpan: 2355_audio17.json
2026-05-30 03:16:49,211 | text_processor | INFO | dominant=ID detected=['ID'] segments=1
2026-05-30 03:17:28,064 | text_processor | INFO | Input: "Aku mau book fly ke Jedah minggu depan. Bisa bantu skejul?"
2026-05-30 03:17:28,064 | text_processor | INFO | Manifest disimpan: 2357_audio01.json
2026-05-30 03:17:28,064 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=3
2026-05-30 03:18:08,576 | text_processor | INFO | Input: "Aku butuh travel umrah simple tapi include Madinah Visit."
2026-05-30 03:18:08,577 | text_processor | INFO | Manifest disimpan: 2357_audio02.json
2026-05-30 03:18:08,577 | text_processor | INFO | dominant=EN detected=['ID', 'EN'] segments=4
2026-05-30 03:19:15,627 | text_processor | INFO | Input: "Can you help aku arrange transport dari Jedah ke Madinah tomorrow?"
2026-05-30 03:19:15,627 | text_processor | INFO | Manifest disimpan: 2357_audio03.json
2026-05-30 03:19:15,627 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=5
2026-05-30 03:20:16,698 | text_processor | INFO | Input: "Explain step by step cara apply visa Saudi dengan benar."
2026-05-30 03:20:16,698 | text_processor | INFO | Manifest disimpan: 2357_audio04.json
2026-05-30 03:20:16,699 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=4
2026-05-30 03:21:34,830 | text_processor | INFO | Input: "Yaa Aki, uridu book flight ilajet dah al-usbu al-adim, hal bisa bantu ajidah afd"
2026-05-30 03:21:34,830 | text_processor | INFO | Manifest disimpan: 2357_audio05.json
2026-05-30 03:21:34,830 | text_processor | INFO | dominant=AR detected=['AR', 'EN', 'ID'] segments=5
2026-05-30 03:23:24,309 | text_processor | INFO | Input: "Uridu Range Transport Min Jeddah Ila Madinah Rodan"
2026-05-30 03:23:24,310 | text_processor | INFO | Manifest disimpan: 2357_audio06.json
2026-05-30 03:23:24,310 | text_processor | INFO | dominant=AR detected=['AR', 'EN'] segments=3
2026-05-30 03:25:13,815 | text_processor | INFO | Input: "Book flight ke Jeddah lalu lanjut ke Madinah. Skejul terbaik kapan?"
2026-05-30 03:25:13,815 | text_processor | INFO | Manifest disimpan: 2357_audio07.json
2026-05-30 03:25:13,816 | text_processor | INFO | dominant=ID detected=['EN', 'ID'] segments=2
2026-05-30 03:25:59,348 | text_processor | INFO | Input: "Bagaimana proses visa Saudi untuk Umrah dari Indonesia sekarang?"
2026-05-30 03:25:59,349 | text_processor | INFO | Manifest disimpan: 2357_audio12.json
2026-05-30 03:25:59,349 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=3
2026-05-30 03:26:45,111 | text_processor | INFO | Input: "Tolong buat checklist persiapan umroh termasuk barang wajib di bawah."
2026-05-30 03:26:45,111 | text_processor | INFO | Manifest disimpan: 2357_audio15.json
2026-05-30 03:26:45,111 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=3
2026-05-30 03:27:32,336 | text_processor | INFO | Input: "Menurut kamu, belajar bahasa Arab itu susah gak untuk pemula?"
2026-05-30 03:27:32,336 | text_processor | INFO | Manifest disimpan: 2357_audio17.json
2026-05-30 03:27:32,336 | text_processor | INFO | dominant=ID detected=['ID'] segments=1
2026-05-30 03:28:15,588 | text_processor | INFO | Input: "Aku mau book flight ke Jeddah minggu depan. Bisa bantu schedule?"
2026-05-30 03:28:15,588 | text_processor | INFO | Manifest disimpan: 2359_audio1.json
2026-05-30 03:28:15,588 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=4
2026-05-30 03:28:58,807 | text_processor | INFO | Input: "Aku butuh travel umrah simpel tapi include Madinah Visit."
2026-05-30 03:28:58,807 | text_processor | INFO | Manifest disimpan: 2359_audio2.json
2026-05-30 03:28:58,807 | text_processor | INFO | dominant=EN detected=['ID', 'EN'] segments=4
2026-05-30 03:30:00,567 | text_processor | INFO | Input: "Can you help aku arrange transport dari Jeddah ke Madinah tomorrow?"
2026-05-30 03:30:00,568 | text_processor | INFO | Manifest disimpan: 2359_audio3.json
2026-05-30 03:30:00,568 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=5
2026-05-30 03:31:00,005 | text_processor | INFO | Input: "Explain step by step cara apply visa Saudi dengan benar."
2026-05-30 03:31:00,006 | text_processor | INFO | Manifest disimpan: 2359_audio4.json
2026-05-30 03:31:00,006 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=4
2026-05-30 03:32:10,241 | text_processor | INFO | Input: "Ya Aki, uridu bukflik ilajad dah al-usbu al-qadim. Hal bisa bantu ajidah afdal s"
2026-05-30 03:32:10,241 | text_processor | INFO | Manifest disimpan: 2359_audio5.json
2026-05-30 03:32:10,241 | text_processor | INFO | dominant=AR detected=['AR', 'ID'] segments=2
2026-05-30 03:33:35,146 | text_processor | INFO | Input: "Uridu Range Transport Minjad Dahilah Madinah Rodan"
2026-05-30 03:33:35,147 | text_processor | INFO | Manifest disimpan: 2359_audio6.json
2026-05-30 03:33:35,147 | text_processor | INFO | dominant=EN detected=['AR', 'EN'] segments=2
2026-05-30 03:34:57,361 | text_processor | INFO | Input: "Book flight ke Jeddah lalu lanjut ke Madinah. Skejul terbaik kapan?"
2026-05-30 03:34:57,361 | text_processor | INFO | Manifest disimpan: 2359_audio7.json
2026-05-30 03:34:57,361 | text_processor | INFO | dominant=ID detected=['EN', 'ID'] segments=2
2026-05-30 03:35:54,189 | text_processor | INFO | Input: "Bagaimana proses pisah Saudi untuk umrah dari Indonesia sekarang?"
2026-05-30 03:35:54,189 | text_processor | INFO | Manifest disimpan: 2359_audio12.json
2026-05-30 03:35:54,189 | text_processor | INFO | dominant=ID detected=['ID'] segments=1
2026-05-30 03:36:35,574 | text_processor | INFO | Input: "How to prepare dokumen umrah dari Indonesia dengan benar"
2026-05-30 03:36:35,575 | text_processor | INFO | Manifest disimpan: 2359_audio14.json
2026-05-30 03:36:35,575 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=2
2026-05-30 03:37:37,678 | text_processor | INFO | Input: "Menurut kamu belajar bahasa Arab itu susah gak untuk pemula?"
2026-05-30 03:37:37,679 | text_processor | INFO | Manifest disimpan: 2359_audio17.json
2026-05-30 03:37:37,679 | text_processor | INFO | dominant=ID detected=['ID'] segments=1
2026-05-30 03:38:17,499 | text_processor | INFO | Input: "Aku mau book flight ke Jedah minggu depan. Bisa bantu schedule?"
2026-05-30 03:38:17,500 | text_processor | INFO | Manifest disimpan: 2360_audio01.json
2026-05-30 03:38:17,500 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=4
2026-05-30 03:38:52,000 | text_processor | INFO | Input: "Aku butuh travel umrah simpel tapi include Madinah Visit."
2026-05-30 03:38:52,001 | text_processor | INFO | Manifest disimpan: 2360_audio02.json
2026-05-30 03:38:52,001 | text_processor | INFO | dominant=EN detected=['ID', 'EN'] segments=4
2026-05-30 03:39:59,605 | text_processor | INFO | Input: "Can you help aku arrange transport dari Jedah ke Madinah tomorrow?"
2026-05-30 03:39:59,605 | text_processor | INFO | Manifest disimpan: 2360_audio03.json
2026-05-30 03:39:59,605 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=5
2026-05-30 03:40:56,650 | text_processor | INFO | Input: "Explain step by step cara apply visa Saudi dengan benar."
2026-05-30 03:40:56,651 | text_processor | INFO | Manifest disimpan: 2360_audio04.json
2026-05-30 03:40:56,651 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=4
2026-05-30 03:41:56,593 | text_processor | INFO | Input: "Ya akhi, uriduh book flight ila Jeddah l'usbuwan l'qadim. Hal bisa bantu ajidah "
2026-05-30 03:41:56,594 | text_processor | INFO | Manifest disimpan: 2360_audio05.json
2026-05-30 03:41:56,594 | text_processor | INFO | dominant=AR detected=['AR', 'EN', 'ID'] segments=5
2026-05-30 03:43:51,127 | text_processor | INFO | Input: "Uridu range transport menjeda ilang Madinah Gowdan."
2026-05-30 03:43:51,128 | text_processor | INFO | Manifest disimpan: 2360_audio06.json
2026-05-30 03:43:51,128 | text_processor | INFO | dominant=EN detected=['AR', 'EN'] segments=2
2026-05-30 03:45:29,748 | text_processor | INFO | Input: "Book flight ke Jedah lalu lanjut ke Madinah, schedule terbaik kapan?"
2026-05-30 03:45:29,748 | text_processor | INFO | Manifest disimpan: 2360_audio07.json
2026-05-30 03:45:29,749 | text_processor | INFO | dominant=ID detected=['EN', 'ID'] segments=4
2026-05-30 03:46:25,710 | text_processor | INFO | Input: "Apa perbedaan umrah dan hajj secara detail dalam Islam?"
2026-05-30 03:46:25,711 | text_processor | INFO | Manifest disimpan: 2360_audio10.json
2026-05-30 03:46:25,711 | text_processor | INFO | dominant=ID detected=['ID'] segments=1
2026-05-30 03:47:12,185 | text_processor | INFO | Input: "Kenapa fasting di Ramadan itu wajib bagi muslim?"
2026-05-30 03:47:12,186 | text_processor | INFO | Manifest disimpan: 2360_audio11.json
2026-05-30 03:47:12,186 | text_processor | INFO | dominant=ID detected=['ID'] segments=1
2026-05-30 03:47:51,065 | text_processor | INFO | Input: "How to prepare dokumen umrah dari Indonesia dengan benar"
2026-05-30 03:47:51,066 | text_processor | INFO | Manifest disimpan: 2360_audio14.json
2026-05-30 03:47:51,066 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=2
2026-05-30 03:48:55,310 | text_processor | INFO | Input: "aku mau book flight ke Jedah minggu depan, bisa bantu schedule?"
2026-05-30 03:48:55,310 | text_processor | INFO | Manifest disimpan: 2362_audio01.json
2026-05-30 03:48:55,311 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=4
2026-05-30 03:49:32,010 | text_processor | INFO | Input: "Aku butuh travel umrah simpel tapi include Madinah Visit."
2026-05-30 03:49:32,010 | text_processor | INFO | Manifest disimpan: 2362_audio02.json
2026-05-30 03:49:32,011 | text_processor | INFO | dominant=EN detected=['ID', 'EN'] segments=4
2026-05-30 03:50:32,550 | text_processor | INFO | Input: "bisa bantu aku arrange transport dari Jeddah ke Madinah tomorrow?"
2026-05-30 03:50:32,551 | text_processor | INFO | Manifest disimpan: 2362_audio03.json
2026-05-30 03:50:32,551 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=4
2026-05-30 03:51:19,599 | text_processor | INFO | Input: "explain step by step cara apply visa Saudi dengan benar"
2026-05-30 03:51:19,600 | text_processor | INFO | Manifest disimpan: 2362_audio04.json
2026-05-30 03:51:19,600 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=4
2026-05-30 03:52:25,875 | text_processor | INFO | Input: "Ya Aki, uridu book flight ila Jeddah al-Usbu al-Qadim. Hal bisa bantu Ajidah afd"
2026-05-30 03:52:25,875 | text_processor | INFO | Manifest disimpan: 2362_audio05.json
2026-05-30 03:52:25,875 | text_processor | INFO | dominant=AR detected=['AR', 'EN', 'ID'] segments=6
2026-05-30 03:54:20,339 | text_processor | INFO | Input: "uridu range transport Minjedah ila Madinah Gadan"
2026-05-30 03:54:20,339 | text_processor | INFO | Manifest disimpan: 2362_audio06.json
2026-05-30 03:54:20,340 | text_processor | INFO | dominant=AR detected=['AR', 'EN'] segments=3
2026-05-30 03:55:27,804 | text_processor | INFO | Input: "Book flight ke Jedah lalu lanjut ke Maninah, schedule terbaik kapan?"
2026-05-30 03:55:27,804 | text_processor | INFO | Manifest disimpan: 2362_audio07.json
2026-05-30 03:55:27,804 | text_processor | INFO | dominant=ID detected=['EN', 'ID'] segments=4
2026-05-30 03:56:14,879 | text_processor | INFO | Input: "Kenapa fasting di ramadan itu wajib bagi muslim?"
2026-05-30 03:56:14,880 | text_processor | INFO | Manifest disimpan: 2362_audio11.json
2026-05-30 03:56:14,880 | text_processor | INFO | dominant=ID detected=['ID'] segments=1
2026-05-30 03:56:54,548 | text_processor | INFO | Input: "Tolong buat checklist persiapan umrah termasuk barang wajib di bawah."
2026-05-30 03:56:54,549 | text_processor | INFO | Manifest disimpan: 2362_audio15.json
2026-05-30 03:56:54,549 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=3
2026-05-30 03:57:36,230 | text_processor | INFO | Input: "Menurut kamu, belajar bahasa Arab itu susah enggak untuk umla."
2026-05-30 03:57:36,230 | text_processor | INFO | Manifest disimpan: 2362_audio17.json
2026-05-30 03:57:36,230 | text_processor | INFO | dominant=ID detected=['ID'] segments=1
2026-05-30 03:58:13,164 | text_processor | INFO | Input: "Translate ke English Aku mau pergi ke Mekah minggu depan"
2026-05-30 03:58:13,164 | text_processor | INFO | Manifest disimpan: 2362_audio20.json
2026-05-30 03:58:13,165 | text_processor | INFO | dominant=ID detected=['EN', 'ID'] segments=2
2026-05-30 03:58:54,497 | text_processor | INFO | Input: "Aku mau book flight ke Jedah Inggu depan. Bisa bantu schedule."
2026-05-30 03:58:54,497 | text_processor | INFO | Manifest disimpan: 2363_audio01.json
2026-05-30 03:58:54,497 | text_processor | INFO | dominant=ID detected=['ID', 'EN'] segments=4
2026-05-30 03:59:35,004 | text_processor | INFO | Input: "Aku butuh travel umrah simpel tapi include Madinah Visit."
2026-05-30 03:59:35,004 | text_processor | INFO | Manifest disimpan: 2363_audio02.json
2026-05-30 03:59:35,004 | text_processor | INFO | dominant=EN detected=['ID', 'EN'] segments=4
2026-05-30 04:00:37,869 | text_processor | INFO | Input: "Can you help aku arrange transport dari Jedah ke Madinah tomorrow?"
2026-05-30 04:00:37,869 | text_processor | INFO | Manifest disimpan: 2363_audio03.json
2026-05-30 04:00:37,869 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=5
2026-05-30 04:01:30,353 | text_processor | INFO | Input: "Explain step by step cara apply visa Saudi dengan benar."
2026-05-30 04:01:30,353 | text_processor | INFO | Manifest disimpan: 2363_audio04.json
2026-05-30 04:01:30,354 | text_processor | INFO | dominant=EN detected=['EN', 'ID'] segments=4
2026-05-30 04:03:18,111 | text_processor | INFO | Input: "Ya Akhi, uridu book flight ila jeddah al-usbu an-kidam? Al bisa bantu ajidah afd"
2026-05-30 04:03:18,112 | text_processor | INFO | Manifest disimpan: 2363_audio05.json
2026-05-30 04:03:18,112 | text_processor | INFO | dominant=AR detected=['AR', 'EN', 'ID'] segments=6
2026-05-30 04:04:52,501 | text_processor | INFO | Input: "uridu range transport Minjidah ila Madinah Radan."
2026-05-30 04:04:52,501 | text_processor | INFO | Manifest disimpan: 2363_audio06.json
2026-05-30 04:04:52,502 | text_processor | INFO | dominant=AR detected=['AR', 'EN'] segments=3
2026-05-30 04:06:48,054 | text_processor | INFO | Input: "Book flight ke Jedah lanjut ke Madinah, skedul terbaik kapan?"
2026-05-30 04:06:48,054 | text_processor | INFO | Manifest disimpan: 2363_audio07.json
2026-05-30 04:06:48,054 | text_processor | INFO | dominant=ID detected=['EN', 'ID'] segments=2
2026-05-30 04:07:39,104 | text_processor | INFO | Input: "Apa perbedaan umrah dan haji secara detail dalam Islam?"
2026-05-30 04:07:39,105 | text_processor | INFO | Manifest disimpan: 2363_audio10.json
2026-05-30 04:07:39,105 | text_processor | INFO | dominant=ID detected=['ID'] segments=1
2026-05-30 04:08:27,598 | text_processor | INFO | Input: "Rapan fasting di Ramadhan itu wajib bagi muslim."
2026-05-30 04:08:27,599 | text_processor | INFO | Manifest disimpan: 2363_audio11.json
2026-05-30 04:08:27,599 | text_processor | INFO | dominant=ID detected=['ID'] segments=1
2026-05-30 04:09:07,759 | text_processor | INFO | Input: "How to prepare dokumen umrah dari Indonesia dengan benar."
2026-05-30 04:09:07,760 | text_processor | INFO | Manifest disimpan: 2363_audio14.json
